,title,price,original_price,discount,star,review,description
59,"POCO C61 (Mystical Green, 64 GB)","₹6,499","₹8,999",27% off,4.2,"11,301 Ratings & 354 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
60,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)","₹17,021","₹19,999",14% off,4.4,"99,923 Ratings & 5,350 Reviews",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories
61,"POCO C61 (Diamond Dust Black, 64 GB)","₹6,499","₹8,999",27% off,4.2,"11,301 Ratings & 354 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
62,"REDMI 12 5G (Jade Black, 128 GB)","₹12,499","₹17,999",30% off,4.2,"43,201 Ratings & 1,990 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
63,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 256 GB)","₹18,188","₹21,999",17% off,4.4,"99,923 Ratings & 5,350 Reviews",8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories
64,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)","₹17,169","₹19,999",14% off,4.4,"99,923 Ratings & 5,350 Reviews",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories
65,"Apple iPhone 15 (Pink, 128 GB)","₹71,999","₹79,900",9% off,4.6,"43,305 Ratings & 2,336 Reviews","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
66,"vivo T3 Lite 5G (Majestic Black, 128 GB)","₹11,499","₹15,499",25% off,4.4,"6,935 Ratings & 218 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
67,"vivo T3 Lite 5G (Vibrant Green, 128 GB)","₹11,499","₹15,499",25% off,4.4,"6,935 Ratings & 218 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
68,"POCO C65 (Pastel Green, 128 GB)","₹7,499","₹11,999",37% off,4.2,"11,352 Ratings & 590 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
69,"POCO M6 5G (Orion Blue, 128 GB)","₹9,999","₹13,999",28% off,4.3,"23,404 Ratings & 1,249 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
70,"Motorola g64 5G (Mint Green, 256 GB)","₹16,999","₹19,999",15% off,4.2,"11,533 Ratings & 693 Reviews",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7025 Processor1 Year on Handset and 6 Months on Accessories
71,"POCO M6 5G (Galactic Black, 256 GB)","₹10,999","₹15,999",31% off,4.2,"13,901 Ratings & 721 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
72,"Motorola G34 5G (Ice Blue, 128 GB)","₹10,999","₹13,999",21% off,4.2,"39,729 Ratings & 3,031 Reviews",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories
73,LAVA A1 Josh BOL Keypad Mobile|1000 mAh Battery|Expandable Storage 32GB,₹959,"₹1,399",31% off,4,"6,800 Ratings & 314 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display1000 mAh Battery1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box
74,"SAMSUNG Galaxy S23 FE (Purple, 128 GB)","₹44,999","₹79,999",43% off,4.3,"9,896 Ratings & 649 Reviews",8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
75,"POCO M6 5G (Polaris Green, 256 GB)","₹10,999","₹15,999",31% off,4.2,"13,901 Ratings & 721 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
76,"vivo T2 Pro 5G (Dune Gold, 256 GB)","₹23,999","₹27,999",14% off,4.5,"1,08,517 Ratings & 8,423 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 16MP Front Camera4600 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
77,"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons","₹1,899","₹2,199",13% off,4.2,"4,749 Ratings & 231 Reviews",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0MP Front Camera1450 mAh Battery6261D Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase
78,"Motorola G85 5G (Olive Green, 256 GB)","₹19,999","₹22,999",13% off,4.5,"1,045 Ratings & 75 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories
79,"SAMSUNG Galaxy S23 5G (Phantom Black, 128 GB)","₹55,999","₹89,999",37% off,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
80,"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons","₹1,925","₹2,199",12% off,4.2,"4,749 Ratings & 231 Reviews",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0MP Front Camera1450 mAh Battery6261D Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase
81,"vivo T3 Lite 5G (Vibrant Green, 128 GB)","₹10,499","₹14,499",27% off,4.5,"4,184 Ratings & 79 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
82,"Motorola G34 5G (Charcoal Black, 128 GB)","₹10,999","₹13,999",21% off,4.2,"39,729 Ratings & 3,031 Reviews",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories
83,"REDMI 13C (Starshine Green, 128 GB)","₹8,499","₹13,999",39% off,4.2,"10,033 Ratings & 413 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
84,"vivo T3 Lite 5G (Majestic Black, 128 GB)","₹10,499","₹14,499",27% off,4.5,"4,184 Ratings & 79 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
85,"vivo T2 Pro 5G (Dune Gold, 128 GB)","₹22,999","₹26,999",14% off,4.5,"1,08,517 Ratings & 8,423 Reviews",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 16MP Front Camera4600 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
86,"vivo T2 Pro 5G (New Moon Black, 256 GB)","₹23,999","₹27,999",14% off,4.5,"1,08,517 Ratings & 8,423 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 16MP Front Camera4600 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
87,"vivo T2 Pro 5G (New Moon Black, 128 GB)","₹22,999","₹26,999",14% off,4.5,"1,08,517 Ratings & 8,423 Reviews",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 16MP Front Camera4600 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
88,"vivo T3 5G (Cosmic Blue, 256 GB)","₹21,999","₹24,999",12% off,4.4,"36,142 Ratings & 2,564 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
89,"vivo T3 5G (Cosmic Blue, 128 GB)","₹19,999","₹22,999",13% off,4.4,"36,142 Ratings & 2,564 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
90,"SAMSUNG Galaxy S23 5G (Green, 128 GB)","₹55,999","₹89,999",37% off,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
91,"REDMI 12 5G (Pastel Blue, 128 GB)","₹12,499","₹17,999",30% off,4.2,"43,201 Ratings & 1,990 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
92,"POCO C61 (Ethereal Blue, 64 GB)","₹6,499","₹8,999",27% off,4.2,"11,301 Ratings & 354 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
93,"Motorola G85 5G (Olive Green, 128 GB)","₹17,999","₹20,999",14% off,4.5,"6,166 Ratings & 335 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories
94,"Apple iPhone 14 Plus (Midnight, 128 GB)","₹58,999","₹79,900",26% off,4.6,"75,463 Ratings & 4,224 Reviews","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
95,"REDMI 13C 5G (Starlight Black, 128 GB)","₹10,499","₹13,999",25% off,4.3,"11,970 Ratings & 389 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
96,"vivo T3 5G (Crystal Flake, 256 GB)","₹21,999","₹24,999",12% off,4.4,"36,142 Ratings & 2,564 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
97,"Motorola G85 5G (Cobalt Blue, 256 GB)","₹19,999","₹22,999",13% off,4.5,"1,045 Ratings & 75 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories
98,"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)","₹22,999","₹25,999",11% off,4.5,"24,505 Ratings & 1,465 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories
99,"vivo T3 5G (Crystal Flake, 128 GB)","₹19,999","₹22,999",13% off,4.4,"36,142 Ratings & 2,564 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
100,"realme P1 Pro 5G (Parrot Blue, 256 GB)","₹19,499","₹25,999",25% off,4.4,"10,519 Ratings & 662 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
101,"realme P1 Pro 5G (Parrot Blue, 128 GB)","₹18,499","₹24,999",26% off,4.4,"10,519 Ratings & 662 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
102,"realme P1 Pro 5G (Phoenix Red, 256 GB)","₹19,499","₹25,999",25% off,4.4,"10,519 Ratings & 662 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
103,Micromax J3,₹838,"₹1,549",45% off,3.9,"2,000 Ratings & 97 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display800 mAh Battery1 Year Company Domestic Warranty by Company Authorized Service Center.
104,"Apple iPhone 14 Plus (Starlight, 128 GB)","₹58,999","₹79,900",26% off,4.6,"75,463 Ratings & 4,224 Reviews","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
105,"REDMI 13C 5G (Startrail Silver, 128 GB)","₹10,499","₹13,999",25% off,4.3,"11,970 Ratings & 389 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
106,"SAMSUNG Galaxy S23 5G (Lavender, 128 GB)","₹55,999","₹89,999",37% off,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
107,"REDMI 12 5G (Moonstone Silver, 128 GB)","₹12,499","₹17,999",30% off,4.2,"43,201 Ratings & 1,990 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
108,"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons","₹1,945","₹2,199",11% off,4.2,"4,749 Ratings & 231 Reviews",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0MP Front Camera1450 mAh Battery6261D Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase
109,"SAMSUNG Galaxy S23 FE (Mint, 256 GB)","₹49,999","₹84,999",41% off,4.3,"9,896 Ratings & 649 Reviews",8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
110,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,299","₹1,599",18% off,4.1,"1,06,392 Ratings & 6,601 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) QVGA Display0MP Front Camera800 mAh Lithium Ion BatterySC6531E Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase
111,"POCO M6 Pro 5G (Forest Green, 128 GB)","₹9,999","₹16,999",41% off,4.2,"1,15,856 Ratings & 7,124 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
112,"realme P1 Pro 5G (Parrot Blue, 256 GB)","₹22,999","₹26,999",14% off,4.4,355 Ratings & 16 Reviews,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
113,"realme P1 Pro 5G (Phoenix Red, 256 GB)","₹22,999","₹26,999",14% off,4.4,355 Ratings & 16 Reviews,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
114,"SAMSUNG Galaxy S23 5G (Cream, 128 GB)","₹55,999","₹89,999",37% off,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
115,"REDMI 13C 5G (Startrail Green, 128 GB)","₹10,499","₹13,999",25% off,4.3,"11,970 Ratings & 389 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
116,"Motorola G34 5G (Ocean Green, 128 GB)","₹10,999","₹13,999",21% off,4.2,"39,729 Ratings & 3,031 Reviews",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G ProcessorVegan Leather Design1 Year on Handset and 6 Months on Accessories
